Nickname,bandgap(eV),c_smiles,newSMILES,Ref.No,HOMO(eV),LUMO(eV)
CPDT-co-FADCN,1.8,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2ccc(N(c3ccc(/C=C\c4ccc(C=C(C#N)C#N)s4)cc3)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5cc6c(s5)-c5sc(C)cc5C6(CC(CC)CCCC)CC(CC)CCCC)ccc3-4)cc21,Cc1cc2c(s1)-c1sc(cc1C2(C)C)-c1ccc2-c3ccc(cc3C(C)(C)c2c1)N(c1ccccc1)c1ccc2-c3ccc(C)cc3C(C)(C)c2c1,S368,-5.2,-3.4000000000000004
PBDPP-3,1.43,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3cc4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1cc2sc(C)cc2s1)c1cc2sc(cc2s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1,S45,-5.05,-3.62
PBDTDPPcbp,1.82,CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCCCCc6ccc(-c7ccc(C#N)cc7)cc6)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(C)s1,S262,-5.39,-3.5699999999999994
PBDTBTz-T,1.89,CCCCCCCCCc1nc(-c2nc(CCCCCCCCC)c(-c3ccc(-c4cc5c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c6sc(C)cc6c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c5s4)s3)s2)sc1-c1ccc(C)s1,Cc1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1,S450,-4.95,-3.0600000000000005
MBDT2,1.9,CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc(CCCCCCCC)c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)c2nc3c(nc2c1-c1cc(CCCCCCCC)c(C)s1)-c1cccc2cccc-3c12,COc1c(OC)c(-c2cc(C)c(s2)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(cc2C)-c2c(OC)c(OC)c(-c3cc(C)c(s3)-c3cc4c(OC)c5sc(C)cc5c(OC)c4s3)c3nc-4c(nc23)-c2cccc3cccc-4c23)c2nc-3c(nc2c1-c1cc(C)c(C)s1)-c1cccc2cccc-3c12,S300,-5.43,-3.53
CPDT-co-FATCN,1.34,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2ccc(N(c3ccc(/C=C\c4ccc(C(C#N)=C(C#N)C#N)s4)cc3)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5cc6c(s5)-c5sc(C)cc5C6(CC(CC)CCCC)CC(CC)CCCC)ccc3-4)cc21,Cc1cc2c(s1)-c1sc(cc1C2(C)C)-c1ccc2-c3ccc(cc3C(C)(C)c2c1)N(c1ccccc1)c1ccc2-c3ccc(C)cc3C(C)(C)c2c1,S368,-5.17,-3.83
PBDCPDT-TPD,1.88,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc(C)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(-c3sc(C)c4c3C(=O)N(CCCCCCCC)C4=O)cc2C6(c2ccc(OCCCCCCCC)cc2)c2ccc(OCCCCCCCC)cc2)cc1,CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc5cc6c7c(sc6cc5c3C4(c3ccccc3)c3ccccc3)-c3sc(cc3C7(c3ccccc3)c3ccccc3)-c3sc(-c4cc5c(s4)-c4sc6cc7c8c(sc7cc6c4C5(c4ccccc4)c4ccccc4)-c4sc(C)cc4C8(c4ccccc4)c4ccccc4)c4C(=O)N(C)C(=O)c34)c2C1=O,S339,-5.36,-3.4800000000000004
PIDTTTPD,1.95,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2ccc(OCCCCCCCC)cc2)(c2ccc(OCCCCCCCC)cc2)c2c-4sc3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc23)cc1,CN1C(=O)c2c(C)sc(-c3cc4sc5-c6cc7c(cc6C(c5c4s3)(c3ccccc3)c3ccccc3)-c3sc4cc(sc4c3C7(c3ccccc3)c3ccccc3)-c3sc(-c4cc5sc6-c7cc8c(cc7C(c6c5s4)(c4ccccc4)c4ccccc4)-c4sc5cc(C)sc5c4C8(c4ccccc4)c4ccccc4)c4C(=O)N(C)C(=O)c34)c2C1=O,S341,-5.45,-3.5
PBT-TIPS-DPP-C16,1.45,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7c(sc8cc(C)sc87)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2sc3c(C#C[SiH3])c4c(sc5cc(C)sc45)c(C#C[SiH3])c3c2s1,S285,-5.25,-3.8
PHBCDPPC8,1.69,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4cc5c6cc(-c7c(C)cc(C)cc7C)cc7c8cc(-c9c(C)cc(C)cc9C)cc9c%10cc(C)cc%11c%12cc(-c%13c(C)cc(C)cc%13C)cc%13c%14cc(-c%15c(C)cc(C)cc%15C)cc%15c(c4)c5c4c(c67)c(c98)c(c%10%11)c(c%12%13)c4c%15%14)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c3cc(cc4c5cc(cc6c7cc(C)cc8c9cc(cc%10c%11cc(cc%12c(c1)c2c1c(c34)c(c56)c(c78)c(c9%10)c1c%11%12)-c1ccccc1)-c1ccccc1)-c1ccccc1)-c1ccccc1,S470,-5.28,-3.5900000000000003
PSBO,1.82,CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nonc2c1C,COc1c(C)c2nonc2c(-c2cc3c(s2)-c2cc4sc5cc6-c7sc(cc7C(c6cc5c4cc2C3(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)-c2c(OC)c(OC)c(-c3cc4c(s3)-c3cc5sc6cc7-c8sc(C)cc8C(c7cc6c5cc3C4(c3ccccc3)c3ccccc3)(c3ccccc3)c3ccccc3)c3nonc23)c1OC,S177,-5.48,-3.66
PCDCTDTBT-C8,1.66,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(-c2ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s2)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C)sc1-3,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(s2)-c2cc4n(C)c5cc6-c7sc(C)cc7C(C)(C)c6cc5c4cc2C3(C)C)c2nsnc12,S335,-5.31,-3.6499999999999995
PIDT-DHTSO,2.2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cc(CCCCCC)c(-c5ccc6c(c5)S(=O)(=O)c5cc(-c7sc(C)cc7CCCCCC)ccc5-6)s3)sc2-4)cc1,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1cc(C)c(s1)-c1ccc2-c3ccc(cc3S(=O)(=O)c2c1)-c1sc(C)cc1C,S174,-5.33,-3.13
PBDTO-MIM,1.66,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5cc6c(OCC(CC)CCCC)c7sc(-c8sc(C)cc8C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(C)cc21,COc1c2cc(sc2c(OC)c2cc(sc12)-c1sc(cc1C)-c1ccc2\C(C(=O)N(C)c2c1)=C1/C(=O)N(C)c2cc(C)ccc12)-c1sc(C)cc1C,S268,-5.87,-4.21
PBBDTBT,1.76,CCCCCCCCOc1ccc(-c2c3cc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3cc(C)sc23)cc1OCCCCCCCC,COc1c(OC)c(-c2ccc(s2)-c2cc3c(-c4ccccc4)c4sc(cc4c(-c4ccccc4)c3s2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3cc4c(-c5ccccc5)c5sc(C)cc5c(-c5ccccc5)c4s3)c3nsnc23)c2nsnc2c1-c1ccc(C)s1,S489,-5.43,-3.67
PCBTDPPcbp,2.05,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCCCCc6ccc(-c7ccc(C#N)cc7)cc6)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)s3)cc21,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc2c(c1)n(C)c1cc(ccc21)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc2c(c1)n(C)c1cc(C)ccc21,S262,-5.43,-3.38
PBDT-DTBT,1.73,CCCCCCCCCCc1cc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CCCCCC)c(C)s6)c6nsnc56)cc4CCCCCC)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCCCC,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S107,-5.26,-3.53
PBTTTTz,1.63,CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c6sc(CCCCCCCCCCCCCCCC)cc6c6cc(C)sc6c5s4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1,COc1cc(C)sc1-c1nc2sc(nc2s1)-c1sc(cc1OC)-c1cc2c3sc(C)cc3c3cc(sc3c2s1)-c1cc(OC)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1OC)-c1cc2c3sc(C)cc3c3cc(C)sc3c2s1,S397,-5.15,-3.5200000000000005
PTzBT-EHOD,1.8,CCCCCCCCCCC(CCCCCCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CC)CCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CC)CCCC)nc6s5)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C,S83,-5.21,-3.41
PTzBT-12HD,1.8,CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C,S83,-5.2,-3.4000000000000004
P2,1.37,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6cc7cc(CC(CC)CCCC)ccc7s6)c6sc(C)cc6c(-c6cc7cc(CC(CC)CCCC)ccc7s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(-c3cc4ccccc4s3)c3sc(cc3c(-c3cc4ccccc4s3)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(-c3cc4ccccc4s3)c3sc(C)cc3c(-c3cc4ccccc4s3)c2s1,S260,-5.26,-3.8899999999999997
PTzBT-BOHD,1.8,CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCC)CCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCC)CCCCCC)nc6s5)s4)cc3CC(CCCCCC)CCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C,S83,-5.23,-3.4300000000000006
P4,1.6,CCCCCCCCCCC(CCCCCCCC)Cn1c2cc3c4sc(-c5sc(-c6sc(C)c7c6C(=O)N(CC(CC)CCCC)C7=O)c6c5C(=O)N(CC(CC)CCCC)C6=O)cc4n(CC(CCCCCCCC)CCCCCCCCCC)c3cc2c2sc(C)cc21,CN1C(=O)c2c(C)sc(-c3sc(-c4cc5n(C)c6cc7c(cc6c5s4)n(C)c4cc(sc74)-c4sc(-c5sc(-c6cc7n(C)c8cc9c(cc8c7s6)n(C)c6cc(C)sc96)c6C(=O)N(C)C(=O)c56)c5C(=O)N(C)C(=O)c45)c4C(=O)N(C)C(=O)c34)c2C1=O,S361,-5.1,-3.4999999999999996
BTT-TP,1.75,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ncc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5c6cc(C(CCCCCCCC)CCCCCCCC)sc6c6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,Cc1cc2c3cc(sc3c3sc(C)cc3c2s1)-c1sc(cc1C)-c1cnc(-c2cc(C)c(s2)-c2cc3c4sc(C)cc4c4cc(sc4c3s2)-c2sc(cc2C)-c2cnc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S115,-5.6,-3.8499999999999996
PzIIG-BDT2TC8,1.63,CCCCCCCCc1cc(-c2c3cc(-c4ccc5c(c4)N(CCCCCCCC)C(=O)/C5=C/c4cnc(C=C5C(=O)N(CCCCCCCC)c6cc(C)ccc65)cn4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,CN1C(=O)\C(=C\c2cnc(\C=C3\C(=O)N(C)c4cc(ccc34)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)cn2)c2ccc(C)cc12,S418,-5.48,-3.8500000000000005
P2-Ome,1.66,CCCCCCCCCCCCC(CCCCCCCCCC)COc1ccc(N(B(F)F)c2cc(C)cnc2-c2ncc(-c3cc(OC)c(-c4sc(C)cc4OC)s3)cc2N(B(F)F)c2ccc(OCC(CCCCCCCCCC)CCCCCCCCCCCC)cc2)cc1,COc1cc(C)sc1-c1sc(cc1OC)-c1cnc(c(c1)N(B(F)F)c1ccccc1)-c1ncc(cc1N(B(F)F)c1ccccc1)-c1cc(OC)c(s1)-c1sc(cc1OC)-c1cnc(c(c1)N(B(F)F)c1ccccc1)-c1ncc(C)cc1N(B(F)F)c1ccccc1,S457,-5.46,-3.8
BFS4b,1.56,CCCCCCc1cc(-c2c3cc(-c4cc(F)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(-c4cc(F)c(C)c5nsnc45)sc23)sc1CC(CC)CCCC,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1c(F)cc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2cc(F)c(C)c3nsnc23)c2nsnc12,S186,-5.15,-3.5900000000000003
PDTPO-IDTT,2.04,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(C)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc2c2sc(C)cc21,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1cc2c(s1)c1sc(cc1n(C)c2=O)-c1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1cc2c(s1)c1sc(C)cc1n(C)c2=O,S181,-5.31,-3.2699999999999996
P-PDT-IIDBOBO,1.69,CCCCCCC(CCCC)Cc1cc(-c2ccc3c(c2)N(CC(CCCC)CCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCC)CCCCCC)c3cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2cc3ccc4c(ccc5c6sc(C)cc6ccc45)c3s2)c2ccc(cc12)-c1cc(C)c(C)s1,S183,-5.5,-3.81
BTT-FT,1.78,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5c6cc(C(CCCCCCCC)CCCCCCCC)sc6c6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,Cc1cc2c3cc(sc3c3sc(C)cc3c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c4sc(C)cc4c4cc(sc4c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S115,-5.52,-3.7399999999999993
\82s\82s1,1.41,CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4ccc5c(c4)N(CC(CCCCCC)CCCCCCCC)C(=O)/C5=C4/C(=O)N(CC(CCCCCC)CCCCCCCC)c5cc(C)sc54)cc3CCCCCCCCCCCC)nc2s1,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2nc3sc(nc3s2)-c2sc(C)cc2C)c2sc(C)cc12,S97,-5.35,-3.9399999999999995
PBDTT?ID,1.6,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5)N(CC(CC)CCCC)C(=O)/C6=C5/C(=O)N(CC(CC)CCCC)c6cc(-c7ccc(C)s7)ccc65)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2ccc(cc12)-c1ccc(C)s1,S271,-5.52,-3.9199999999999995
PBDTT?FID,1.58,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5F)N(CC(CC)CCCC)C(=O)/C6=C5/C(=O)N(CC(CC)CCCC)c6c5ccc(-c5ccc(C)s5)c6F)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,CN1C(=O)\C(=C2\C(=O)N(C)c3c2ccc(-c2ccc(s2)-c2cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s2)c3F)c2ccc(-c3ccc(C)s3)c(F)c12,S271,-5.64,-4.06
PBDTTFTTQ-DO,1.72,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1,Cc1ccc(s1)-c1cc(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2cc(F)c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4cccs4)c(nc23)-c2cccs2)c2nc(-c3cccs3)c(nc12)-c1cccs1,S253,-5.31,-3.59
PDST-DPP,1.46,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6cc(SCCCC)c(SCCCCCC)s6)c6sc(C)cc6c(-c6cc(SCCCC)c(SCCCCCC)s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1,S189,-5.47,-4.01
PTBI2TR,1.71,CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3cc4c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c5c6sc7c(c6sc5c4s3)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C3C=C(C)SC73)s2)sc1C,CN1C(=O)C2C=C(C)SC2c2sc3c(sc4c5sc(cc5c(=O)n(C)c(=O)c34)-c3sc(cc3C)-c3cc(C)c(s3)C3=CC4C(S3)c3sc5c(sc6c7sc(cc7c(=O)n(C)c(=O)c56)-c5sc(cc5C)-c5cc(C)c(C)s5)c3C(=O)N(C)C4=O)c2C1=O,S414,-5.58,-3.87
PCDCTQX-C8,1.72,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(-c2ccc(C)c5nc(-c6ccccc6)c(-c6ccccc6)nc25)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C)sc1-3,Cc1cc2c(s1)-c1cc3n(C)c4cc5-c6sc(cc6C(C)(C)c5cc4c3cc1C2(C)C)-c1ccc(-c2cc3c(s2)-c2cc4n(C)c5cc6-c7sc(cc7C(C)(C)c6cc5c4cc2C3(C)C)-c2ccc(C)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S335,-5.25,-3.5300000000000002
PIDT-OBPQ,1.56,CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(C)ncc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c4nc3c2c1,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1cnc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(cc2C4(c2ccccc2)c2ccccc2)-c2cnc(C)c3nc4c5ccccc5c5ccccc5c4nc23)c2nc3c4ccccc4c4ccccc4c3nc12,S182,-5.3,-3.7399999999999998
PBDT2FBT-T4,1.68,CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5c6cc(-c7sc(-c8c(F)c(F)c(-c9cc(CC(CC)CCCC)c(C)s9)c9nsnc89)cc7CC(CC)CCCC)sc6c(-c6ccc(-c7ccc(-c8ccc(-c9ccc(CC(CCCC)CCCCCC)s9)s8)s7)s6)c6cc(C)sc56)s4)s3)s2)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S198,-5.3,-3.62
PAn-BTBT (P1),2.12,CCCCCCCCOc1cc2c(-c3ccc(C)cc3)c3cc(OCCCCCCCC)c(OCCCCCCCC)cc3c(-c3ccc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(C)s6)c6nsnc56)s4)cc3)c2cc1OCCCCCCCC,COc1cc2c(-c3ccc(C)cc3)c3cc(OC)c(OC)cc3c(-c3ccc(cc3)-c3ccc(s3)-c3c(OC)c(OC)c(-c4ccc(s4)-c4ccc(cc4)-c4c5cc(OC)c(OC)cc5c(-c5ccc(cc5)-c5ccc(s5)-c5c(OC)c(OC)c(-c6ccc(C)s6)c6nsnc56)c5cc(OC)c(OC)cc45)c4nsnc34)c2cc1OC,S150,-5.4,-3.2800000000000002
PTAT-2,1.8,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc2c3cc(C)sc3c3cc4c(cc3c2s1)c1sc(-c2sc(C)c3sc(COOCC(CC)CCCC)c(F)c23)cc1c1cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)sc14,COOCc1sc2c(C)sc(-c3cc4c5cc(C)sc5c5cc6c7sc(cc7c7cc(C)sc7c6cc5c4s3)-c3sc(-c4cc5c6cc(C)sc6c6cc7c8sc(C)cc8c8cc(C)sc8c7cc6c5s4)c4c(F)c(COOC)sc34)c2c1F,S324,-5.12,-3.3200000000000003
IsoC12,1.58,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCCCCCC)s1,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(C)cc2C)c2ccc(C)cc12,S99,-5.55,-3.9699999999999998
